Yield,Fertilizer,Yield_per_Fertilizer,Pesticide,Yield_per_Pesticide
13.78826087,4138238.0,3.3319158709576394e-06,12146.65,0.001135149269140051
0.411428571,170726.4,2.4098708284131806e-06,501.12,0.0008210180615421456
6045.886957,1992400.8,0.0030344732631105145,5848.14,1.0338136496390304
0.399130435,163217.6,2.445388456882101e-06,479.08,0.0008331185501377641
0.636956522,1454731.2,4.378516952135212e-07,4269.96,0.00014917154305895138
0.460454545,296597.6,1.5524553974813013e-06,870.58,0.000528905494038457
9.040869565,7775757.6,1.1626995117491832e-06,22823.58,0.000396119695726963
0.480909091,1009933.6,4.761789200794983e-07,2964.38,0.00016222923208225666
0.608695652,1957228.0,3.1099884734941456e-07,5744.9,0.00010595409006249022
4.9105,519688.0,9.448938593925585e-06,1525.4,0.00321915563130982
0.520555556,864796.4,6.019400127012555e-07,2538.37,0.00020507473536166912
2.340434783,798600.4,2.9306706871171114e-06,2344.07,0.0009984491858178297
0.50826087,11474730.8,4.429392539648947e-08,33680.89,1.5090482169562621e-05
7.230434783,7603450.4,9.509412704263843e-07,22317.82,0.00032397585351078196
0.473478261,28536305.2,1.6592136146623495e-08,83760.41,5.652769142366901e-06
1.055652174,58783925.2,1.7958177689025775e-08,172543.91,6.118165364399126e-06
1.685217391,22122604.4,7.617626571128307e-08,64934.77,2.5952465697499198e-05
1.395652174,161560724.0,8.638561027988461e-09,474216.7,2.9430683778112413e-06
0.485217391,1574872.0,3.080995731716609e-07,4622.6,0.00010496633734262103
0.521363636,1042043.6,5.003280438553628e-07,3058.63,0.00017045658873417183
39.89304348,3020414.8,1.3207802941503268e-05,8865.59,0.00449976182972594
3.435652174,931980.4,3.6863996002491037e-06,2735.57,0.0012559182086365913
4.445217391,276442.4,1.6080085366788886e-05,811.42,0.005478318738754283
0.569545455,144742.0,3.934901099888077e-06,424.85,0.0013405800988584204
0.666956522,1060025.2,6.291893079523016e-07,3111.41,0.00021435828836443928
0.999545455,8851590.8,1.1292269125228879e-07,25981.39,3.847159274388322e-05
1.21,148200.0,8.164642375168692e-06,435.0,0.002781609195402299
7.58,187720.0,4.037928830172597e-05,551.0,0.013756805807622504
0.28,24700.0,1.1336032388663969e-05,72.5,0.003862068965517242
0.28,5224050.0,5.359826188493602e-08,15333.75,1.826037335941958e-05
4867.65,2455970.4,0.0019819660692979037,7208.82,0.6752353367125271
1.18,34580.0,3.412377096587623e-05,101.5,0.011625615763546798
2.03,103542.4,1.9605494946997557e-05,303.92,0.006679389312977098
1.06,856694.8,1.2373134516516267e-06,2514.59,0.00042153989318338177
0.27,118560.0,2.2773279352226723e-06,348.0,0.0007758620689655173
0.99,247000.0,4.008097165991903e-06,725.0,0.0013655172413793103
2.54,4050800.0,6.270366347388171e-07,11890.0,0.00021362489486963836
3.04,1525373.2,1.9929549044129003e-06,4477.31,0.0006789791191586018
48.48,130416.0,0.00037173352962826644,382.8,0.12664576802507835
6.232,9687043.6,6.433335347019601e-07,28433.63,0.00021917708009846088
0.400833333,46969124.8,8.533974918774728e-09,137864.84,2.90743697232739e-06
0.601764706,41082620.8,1.464767082240284e-08,120586.64,4.99030992156345e-06
1.19,44558.8,2.6706284729391274e-05,130.79,0.009098554935392614
0.59,83584.8,7.058699667882198e-06,245.34,0.002404825955816418
2.238,433435.6,5.163396822965165e-06,1272.23,0.0017591158831343388
0.06,1997538.4,3.003696950206314e-08,5863.22,1.02332847820822e-05
0.831818182,2691904.8,3.0900728064380287e-07,7901.34,0.00010527558388830249
4692.261111,30667421.2,0.00015300474990704468,90015.71,0.052127135485572455
0.118,1771978.0,6.659224888796587e-08,5201.15,2.268729031079665e-05
1.556521739,62885706.0,2.4751598383899833e-08,184583.55,8.432613518376908e-06
1.123703704,16827517.2,6.677774805661764e-08,49392.51,2.275048795859939e-05
1.459411765,353111.2,4.1330089926346145e-06,1036.46,0.0014080734085251722
12.75944444,384924.8,3.314788873047411e-05,1129.84,0.011293142781278765
0.573478261,35106208.8,1.6335522421891366e-08,103044.54,5.565343500975404e-06
0.8568,100042607.6,8.56435093561076e-09,293647.33,2.9177857670287686e-06
1.3052,21483566.0,6.075341495913667e-08,63059.05,2.0698059992974836e-05
0.504615385,18721216.8,2.695419803054682e-08,54950.94,9.18301643247595e-06
0.4492,13316165.2,3.373343550889561e-08,39085.91,1.1492632511306502e-05
1.305714286,41575830.4,3.140560930323595e-08,122034.32,1.0699566203999005e-05
0.7235,140312005.6,5.1563656075343e-09,411846.98,1.7567204207737544e-06
2.461333333,879023.6,2.800076508753576e-06,2580.13,0.000953957100223632
0.315,1956832.8,1.6097440721557816e-07,5743.74,5.484231528585904e-05
3.366,44506633.6,7.5629175422515e-08,130636.88,2.5766077695670624e-05
1.97952381,4932293.6,4.0133941134404493e-07,14477.38,0.0001367321856579022
2.241904762,1183031.2,1.895051256467285e-06,3472.46,0.0006456243590998888
0.180769231,30797936.0,5.869524210973099e-09,90398.8,1.9996861794625592e-06
0.438823529,1543947.6,2.8422177604991255e-07,4531.83,9.683141887493574e-05
0.214782609,4135076.4,5.1941630147389785e-08,12137.37,1.7695976064007277e-05
5.363636364,7896194.8,6.79268495756969e-07,23177.09,0.00023141974958892597
8.936315789,877541.6,1.0183352890620799e-05,2575.78,0.0034693629848046026
11.86631579,473943.6,2.503740063163634e-05,1391.13,0.008529983387605758
9.265882353,170924.0,5.4210540082141774e-05,501.7,0.018468970207295196
8.948181818,48807.2,0.00018333733174613582,143.26,0.06246113233282145
7.827,156400.4,5.004462904186946e-05,459.07,0.017049687411505872
12.37333333,2840994.0,4.35528316145687e-06,8338.95,0.0014837999184549612
18.90714286,412292.4,4.58585772136474e-05,1210.17,0.015623542857615046
17.6,112335.6,0.0001566733965011982,329.73,0.05337700542868408
14.59,26478.4,0.0005510151670795818,77.72,0.18772516726711272
1.418,97433892.4,1.4553457375782719e-08,285990.17,4.958212374921837e-06
1.361,3342700.4,4.0715584322184546e-07,9811.57,0.0001387137838286839
2.239230769,1054492.4,2.1235153226329564e-06,3095.17,0.0007234597030211588
0.210625,659292.4,3.19471299836006e-07,1935.17,0.00010884056697861169
2.310740741,106624268.4,2.167180863864197e-08,312965.97,7.383361012061472e-06
2.054285714,5116061.6,4.0153654795712394e-07,15016.78,0.00013679934806263395
2.99375,29228004.0,1.0242745279492914e-07,85790.7,3.48959735728931e-05
0.616428571,9631715.6,6.399987256683535e-08,28271.23,2.180409451587356e-05
0.417307692,11386700.0,3.664869470522627e-08,33422.5,1.2485831161642606e-05
1.060588235,6452529.2,1.643678319193038e-07,18939.61,5.5998419978024886e-05
0.382608696,42550788.8,8.991812062482848e-09,124896.04,3.0634173509424324e-06
0.390416667,35519983.2,1.099146541826067e-08,104259.06,3.7446785631867388e-06
0.595217391,4263812.8,1.3959744925949846e-07,12515.24,4.755940685116706e-05
4.682380952,494691.6,9.465252597780112e-06,1452.03,0.0032247136436575003
0.848823529,26575322.8,3.194029044870153e-08,78004.49,1.0881726539074865e-05
0.797857143,7275533.2,1.0966304751382345e-07,21355.31,3.736106584264054e-05
12.85714286,3015474.8,4.263720877388861e-06,8851.09,0.0014526055954690326
0.261428571,18019539.2,1.4508060838758852e-08,52891.36,4.942746244377153e-06
0.045555556,4095161.2,1.1124239993287687e-08,12020.21,3.789913487368357e-06
0.484285714,9017278.4,5.370641700493576e-08,26467.72,1.8297220689957426e-05
5304.749286,87170054.4,6.0855179252933907e-05,255863.52,0.020732730035137484
1.61,1086701.2,1.4815480097012869e-06,3189.71,0.0005047480805465074
0.937777778,29343.6,3.195851149824834e-05,86.13,0.010887934262161848
17.0,73309.6,0.00023189323090018222,215.18,0.07900362487220002
2.93,1097371.6,2.6700162460920256e-06,3221.03,0.000909646914185835
0.62,693674.8,8.937905773714137e-07,2036.09,0.0003045052036010196
0.505,215087.6,2.34788058446884e-06,631.33,0.0007998986267086943
0.81,114311.6,7.085895044772359e-06,335.53,0.002414091139391411
1.856923077,11877439.6,1.563403510803793e-07,34862.93,5.3263540299108535e-05
2.116153846,5700760.0,3.712055666262042e-07,16733.0,0.000126465896491962
1.937142857,17261743.2,1.1222173998046733e-07,50667.06,3.82327858967937e-05
0.467272727,326336.4,1.4318743695156286e-06,957.87,0.00048782478520049694
64.83,608608.0,0.00010652176770597823,1786.4,0.036290864308105686
11.718,108581.2,0.0001079192346373037,318.71,0.036766966835053816
25.51785714,11142071.2,2.290225639556136e-06,32704.46,0.0007802561834074007
5.56,4050.8,0.0013725683815542606,11.89,0.4676198486122792
1.997857143,366152.8,5.456348122969427e-06,1074.74,0.0018589213605151014
1.151666667,946998.0,1.2161236528482636e-06,2779.65,0.0004143207479358912
0.803333333,85066.8,9.443558861976705e-06,249.69,0.003217322812287236
11.26714286,513167.2,2.19560853850363e-05,1506.26,0.007480211158764091
0.796666667,745841.2,1.068145158781789e-06,2189.21,0.0003639060058194508
0.598571429,174283.2,3.434475778503034e-06,511.56,0.0011700903686762062
6.008571429,731416.4,8.214980452995038e-06,2146.87,0.0027987588577789995
0.61,45744.4,1.3334965591416653e-05,134.27,0.004543084829075742
7.553333333,419010.8,1.8026583880415493e-05,1229.89,0.006141470646155347
0.45,5038.8,8.930697785186949e-05,14.79,0.030425963488843816
1.457142857,1701237.2,8.565195123878081e-07,4993.51,0.00029180733732384637
4.58,462482.8,9.9030709898833e-06,1357.49,0.003373873840691276
0.68,86054.8,7.90194155352171e-06,252.59,0.002692109743061879
0.755714286,191474.4,3.946816315914817e-06,562.02,0.0013446394896978757
7.738571429,2050396.4,3.774183094059276e-06,6018.37,0.0012858251368726085
0.635714286,683300.8,9.303578833802038e-07,2005.64,0.0003169633064757384
1.51,10413717.6,1.4500105130563558e-07,30566.58,4.940035816895446e-05
0.575714286,130613.6,4.407766771607244e-06,383.38,0.0015016805414992957
0.871428571,278912.4,3.1243808844640824e-06,818.67,0.0010644442461553497
0.881428571,88821.2,9.923628266675073e-06,260.71,0.0033808774922327494
2.328,8200.4,0.00028388859080044875,24.07,0.09671790610718736
3.302857143,511882.8,6.452369845206755e-06,1502.49,0.00219825565760837
6.547142857,391544.4,1.6721329323060167e-05,1149.27,0.00569678392109774
0.61,73309.6,8.320874755830068e-06,215.18,0.0028348359512965888
5.624285714,135850.0,4.1400704556496136e-05,398.75,0.01410479175924765
1.605,423555.6,3.7893490252519387e-06,1243.23,0.0012909920127410052
1.595294118,814013.2,1.959789003421566e-06,2389.31,0.0006676798397863818
0.756923077,257472.8,2.9398176312216286e-06,755.74,0.0010015654550506788
0.436666667,17290.0,2.5255446327356853e-05,50.75,0.008604269300492611
1.10375,586674.4,1.8813672456135805e-06,1722.02,0.0006409623581607647
0.24,284050.0,8.449216687202957e-07,833.75,0.000287856071964018
0.7,5335.2,0.00013120407857249963,15.66,0.04469987228607918
12448.06222,2432060.8,0.005118318678546194,7138.64,1.7437582256564275
0.37,19760.0,1.8724696356275305e-05,58.0,0.006379310344827586
0.890555556,6358175.2,1.4006464559202459e-07,18662.66,4.77185758085932e-05
1.449444444,928522.4,1.56102259245442e-06,2725.42,0.0005318242487396438
0.875,2300656.8,3.80326174681943e-07,6752.94,0.0001295731933054344
1.128571429,2979511.6,3.7877732343784127e-07,8745.53,0.000129045515709168
0.422,489850.4,8.614875072062817e-07,1437.82,0.0002934998817654505
0.465,87536.8,5.312051617148445e-06,256.94,0.001809761033704367
13.24705882,60472120.8,2.19060595936632e-07,177499.14,7.463167889151462e-05
0.774666667,2302040.0,3.365131218397595e-07,6757.0,0.00011464653944058014
0.24,1019912.4,2.3531432699514193e-07,2993.67,8.016915692110352e-05
2.634,3805677.2,6.921238616874809e-07,11170.51,0.0002357994397749073
0.600588235,5129597.2,1.1708292319716644e-07,15056.51,3.9888940730620845e-05
8.453846154,979206.8,8.633361363503604e-06,2874.19,0.002941296905910883
0.5075,81213.6,6.248953377266861e-06,238.38,0.0021289537712895377
0.61,269625.2,2.2623998053594395e-06,791.41,0.0007707762095500436
0.312857143,920816.0,3.3976075893555283e-07,2702.8,0.0001157529758028711
0.4075,749595.6,5.436264567187961e-07,2200.23,0.00018520791008212777
0.516,75878.4,6.800354251012147e-06,222.72,0.002316810344827586
0.70625,911924.0,7.744614682802515e-07,2676.7,0.00026385101057272017
18.95944444,31438061.2,6.030729541298812e-07,92277.71,0.00020546071678631813
0.91,1274026.0,7.142711373237282e-07,3739.55,0.00024334478747442873
0.667222222,34022570.4,1.9611164416901317e-08,99863.82,6.681320842723621e-06
1.751111111,41990197.6,4.170285473960237e-08,123250.58,1.4207731200940392e-05
3.22,143306732.4,2.2469286306886723e-08,420637.17,7.655053403863478e-06
1.781666667,398027656.0,4.476238372240144e-09,1168299.8,1.5250081075080214e-06
0.4575,4742.4,9.647014170040487e-05,13.92,0.03286637931034483
4.971428571,177840.0,2.795450163630229e-05,522.0,0.009523809522988504
0.741111111,9921990.0,7.469379741362368e-08,29123.25,2.5447404084365587e-05
0.575714286,369709.6,1.5572067536250073e-06,1085.18,0.0005305242319246576
1.035,122018.0,8.482355062367846e-06,358.15,0.0028898506212480806
0.481666667,79040.0,6.0939608679149794e-06,232.0,0.002076149426724138
75.314375,2662561.2,2.8286439012181202e-05,7815.21,0.009636897153115527
0.71,14721.2,4.8229763877944726e-05,43.21,0.016431381624623927
1.569444444,1260984.4,1.2446184457159027e-06,3701.27,0.0004240286290921765
0.402222222,5817146.4,6.914424948974982e-08,17074.62,2.3556730515818216e-05
0.649090909,1493065.6,4.347370329876999e-07,4382.48,0.0001481104098592578
1.870555556,36306233.6,5.152160856476172e-08,106566.88,1.7552879055856753e-05
0.746086957,7796734.32,9.569223810617162e-08,19835.28,3.761413788965924e-05
0.707826087,771140.58,9.178950056032586e-07,1961.82,0.0003608007294247179
13.74652174,4449181.86,3.0896740507703137e-06,11318.94,0.0012144707666972348
0.423333333,183180.38,2.3110189693896255e-06,466.02,0.0009084016415604481
5672.116522,2147858.94,0.0026408235738237078,5464.26,1.038039281073741
0.41173913,173734.81,2.369928801257503e-06,441.99,0.0009315575691757732
0.636956522,1530182.34,4.162618436702125e-07,3892.86,0.00016362173877303575
0.470454545,247919.68,1.897608713434932e-06,630.72,0.0007459007879883308
9.13173913,7805330.85,1.1699362019996885e-06,19857.15,0.00045987158932676636
0.502727273,1087620.24,4.622268458336156e-07,2766.96,0.00018168938943822824
0.613913043,2091610.04,2.9351218977701984e-07,5321.16,0.00011537203222605599
4.622380952,549435.01,8.412971266610769e-06,1397.79,0.0033069208908348183
0.548947368,944981.52,5.80908045693846e-07,2404.08,0.0002283398921832884
2.322173913,781647.45,2.970871219499277e-06,1988.55,0.0011677724537979934
0.532173913,11310910.88,4.7049607113516575e-08,28775.52,1.8493980751694498e-05
8.062608696,8145265.24,9.898521973730102e-07,20721.96,0.00038908523595258365
0.479565217,30378757.33,1.5786202568806657e-08,77285.07,6.205146957879445e-06
1.094782609,59137758.6,1.8512412964531935e-08,150449.4,7.276749584910275e-06
1.990434783,31271629.02,6.364985916553956e-08,79556.58,2.501910945643968e-05
1.501304348,190396583.2,7.88514332960992e-09,484378.38,3.0994454129022022e-06
0.485217391,1607126.59,3.019160992165527e-07,4088.61,0.00011867539114760272
0.502727273,1133574.53,4.4348850445678235e-07,2883.87,0.0001743238332518456
40.43478261,3089125.91,1.3089392853527293e-05,7858.89,0.005145100976092043
3.409130435,950394.15,3.5870700961280115e-06,2417.85,0.001409984256674318
4.436521739,300984.68,1.474002510360328e-05,765.72,0.005793921719427467
0.573913043,145716.49,3.938559342185637e-06,370.71,0.0015481455666154138
0.667391304,1165307.4,5.727169534836902e-07,2964.6,0.0002251201861971261
1.256818182,8098780.3,1.5518610648074995e-07,20603.7,6.099963511408145e-05
1.21,164501.5,7.355556028364483e-06,418.5,0.0028912783751493427
7.44,206953.5,3.595010473367206e-05,526.5,0.014131054131054132
0.44,29185.75,1.5075850372185056e-05,74.25,0.005925925925925926
0.32,5655879.96,5.6578287068171793e-08,14388.84,2.2239457802018786e-05
4868.07,2650596.75,0.0018365939670000725,6743.25,0.7219174730285841
1.47,37145.5,3.957410722698577e-05,94.5,0.015555555555555555
1.76,106554.52,1.6517365945621077e-05,271.08,0.006492548325217649
0.91,979261.51,9.292716916852986e-07,2491.29,0.0003652726097724472
0.58,106130.0,5.464995759917082e-06,270.0,0.002148148148148148
1.07,106130.0,1.0081974936398757e-05,270.0,0.003962962962962963
2.38,4298265.0,5.537117883611178e-07,10935.0,0.00021764974851394605
2.69,1720685.69,1.5633302558586397e-06,4377.51,0.0006145045927936201
51.27,141683.55,0.0003618627568267453,360.45,0.14223886808156472
0.831428571,8696398.33,9.560608190310436e-08,22124.07,3.7580272119912835e-05
10.36285714,4143951.98,2.5007184422055006e-06,10542.42,0.000982967586189888
0.193571429,21056828.78,9.19281013406236e-09,53569.62,3.6134553315853274e-06
